gear_type,speed_kmph,distance_km,current_amp,battery_voltage,vehicle_load_kg,payload_ratio,power_kw,energy_per_km,efficiency_score,motor_temp,controller_temp,diff_temp,thermal_stress_index,speed_drop_rate,acceleration_sec,ambient_temp
CY,23.0,82.5,28.4,51.1,700,0.5555555555555556,1.269835,0.05521021739130435,0.8098591549295775,27.6,43.1,30.8,0.9666666666666667,0.14545454545454545,21,35
CY,23.0,82.5,28.4,51.1,700,0.5555555555555556,1.269835,0.05521021739130435,0.8098591549295775,27.6,43.1,30.8,0.8458333333333333,0.14545454545454545,21,40
CY,23.0,82.5,28.4,51.1,800,0.7777777777777778,1.45124,0.06309739130434783,0.8098591549295775,27.6,43.1,30.8,1.6916666666666667,0.14545454545454545,21,20
CY,23.0,82.5,28.4,51.1,800,0.7777777777777778,1.45124,0.06309739130434783,0.8098591549295775,27.6,43.1,30.8,1.2083333333333333,0.14545454545454545,21,28
CY,23.0,82.5,28.4,51.1,800,0.7777777777777778,1.45124,0.06309739130434783,0.8098591549295775,27.6,43.1,30.8,0.9666666666666667,0.14545454545454545,21,35
CY,23.0,82.5,28.4,51.1,800,0.7777777777777778,1.45124,0.06309739130434783,0.8098591549295775,27.6,43.1,30.8,0.8458333333333333,0.14545454545454545,21,40
CY,23.0,82.5,28.4,51.1,900,1.0,1.6326450000000001,0.07098456521739131,0.8098591549295775,27.6,43.1,30.8,1.6916666666666667,0.14545454545454545,21,20
CY,23.0,82.5,28.4,51.1,900,1.0,1.6326450000000001,0.07098456521739131,0.8098591549295775,27.6,43.1,30.8,1.2083333333333333,0.14545454545454545,21,28
CY,23.0,82.5,28.4,51.1,900,1.0,1.6326450000000001,0.07098456521739131,0.8098591549295775,27.6,43.1,30.8,0.9666666666666667,0.14545454545454545,21,35
CY,23.0,82.5,28.4,51.1,900,1.0,1.6326450000000001,0.07098456521739131,0.8098591549295775,27.6,43.1,30.8,0.8458333333333333,0.14545454545454545,21,40
CY,22.0,83.5,27.5,51.1,600,0.3333333333333333,1.0539375,0.04790625,0.8,27.6,43.1,30.8,1.6916666666666667,0.15568862275449102,21,20
CY,22.0,83.5,27.5,51.1,600,0.3333333333333333,1.0539375,0.04790625,0.8,27.6,43.1,30.8,1.2083333333333333,0.15568862275449102,21,28
CY,22.0,83.5,27.5,51.1,600,0.3333333333333333,1.0539375,0.04790625,0.8,27.6,43.1,30.8,0.9666666666666667,0.15568862275449102,21,35
CY,22.0,83.5,27.5,51.1,600,0.3333333333333333,1.0539375,0.04790625,0.8,27.6,43.1,30.8,0.8458333333333333,0.15568862275449102,21,40
CY,22.0,83.5,27.5,51.1,700,0.5555555555555556,1.22959375,0.055890625,0.8,27.6,43.1,30.8,1.6916666666666667,0.15568862275449102,21,20
CY,22.0,83.5,27.5,51.1,700,0.5555555555555556,1.22959375,0.055890625,0.8,27.6,43.1,30.8,1.2083333333333333,0.15568862275449102,21,28
CY,22.0,83.5,27.5,51.1,700,0.5555555555555556,1.22959375,0.055890625,0.8,27.6,43.1,30.8,0.9666666666666667,0.15568862275449102,21,35
CY,22.0,83.5,27.5,51.1,700,0.5555555555555556,1.22959375,0.055890625,0.8,27.6,43.1,30.8,0.8458333333333333,0.15568862275449102,21,40
CY,22.0,83.5,27.5,51.1,800,0.7777777777777778,1.40525,0.063875,0.8,27.6,43.1,30.8,1.6916666666666667,0.15568862275449102,21,20
CY,22.0,83.5,27.5,51.1,800,0.7777777777777778,1.40525,0.063875,0.8,27.6,43.1,30.8,1.2083333333333333,0.15568862275449102,21,28
CY,22.0,83.5,27.5,51.1,800,0.7777777777777778,1.40525,0.063875,0.8,27.6,43.1,30.8,0.9666666666666667,0.15568862275449102,21,35
CY,22.0,83.5,27.5,51.1,800,0.7777777777777778,1.40525,0.063875,0.8,27.6,43.1,30.8,0.8458333333333333,0.15568862275449102,21,40
CY,22.0,83.5,27.5,51.1,900,1.0,1.5809062500000002,0.071859375,0.8,27.6,43.1,30.8,1.6916666666666667,0.15568862275449102,21,20
CY,22.0,83.5,27.5,51.1,900,1.0,1.5809062500000002,0.071859375,0.8,27.6,43.1,30.8,1.2083333333333333,0.15568862275449102,21,28
CY,22.0,83.5,27.5,51.1,900,1.0,1.5809062500000002,0.071859375,0.8,27.6,43.1,30.8,0.9666666666666667,0.15568862275449102,21,35
CY,22.0,83.5,27.5,51.1,900,1.0,1.5809062500000002,0.071859375,0.8,27.6,43.1,30.8,0.8458333333333333,0.15568862275449102,21,40
CY,18.0,84.0,24.5,51.1,600,0.3333333333333333,0.9389625000000001,0.05216458333333334,0.7346938775510204,27.6,43.1,30.8,1.6916666666666667,0.20238095238095238,21,20
CY,18.0,84.0,24.5,51.1,600,0.3333333333333333,0.9389625000000001,0.05216458333333334,0.7346938775510204,27.6,43.1,30.8,1.2083333333333333,0.20238095238095238,21,28
CY,18.0,84.0,24.5,51.1,600,0.3333333333333333,0.9389625000000001,0.05216458333333334,0.7346938775510204,27.6,43.1,30.8,0.9666666666666667,0.20238095238095238,21,35
CY,18.0,84.0,24.5,51.1,600,0.3333333333333333,0.9389625000000001,0.05216458333333334,0.7346938775510204,27.6,43.1,30.8,0.8458333333333333,0.20238095238095238,21,40
CY,18.0,84.0,24.5,51.1,700,0.5555555555555556,1.09545625,0.06085868055555556,0.7346938775510204,27.6,43.1,30.8,1.6916666666666667,0.20238095238095238,21,20
CY,18.0,84.0,24.5,51.1,700,0.5555555555555556,1.09545625,0.06085868055555556,0.7346938775510204,27.6,43.1,30.8,1.2083333333333333,0.20238095238095238,21,28
CY,18.0,84.0,24.5,51.1,700,0.5555555555555556,1.09545625,0.06085868055555556,0.7346938775510204,27.6,43.1,30.8,0.9666666666666667,0.20238095238095238,21,35
CY,18.0,84.0,24.5,51.1,700,0.5555555555555556,1.09545625,0.06085868055555556,0.7346938775510204,27.6,43.1,30.8,0.8458333333333333,0.20238095238095238,21,40
CY,18.0,84.0,24.5,51.1,800,0.7777777777777778,1.2519500000000001,0.06955277777777778,0.7346938775510204,27.6,43.1,30.8,1.6916666666666667,0.20238095238095238,21,20
CY,18.0,84.0,24.5,51.1,800,0.7777777777777778,1.2519500000000001,0.06955277777777778,0.7346938775510204,27.6,43.1,30.8,1.2083333333333333,0.20238095238095238,21,28
CY,18.0,84.0,24.5,51.1,800,0.7777777777777778,1.2519500000000001,0.06955277777777778,0.7346938775510204,27.6,43.1,30.8,0.9666666666666667,0.20238095238095238,21,35
CY,18.0,84.0,24.5,51.1,800,0.7777777777777778,1.2519500000000001,0.06955277777777778,0.7346938775510204,27.6,43.1,30.8,0.8458333333333333,0.20238095238095238,21,40
CY,18.0,84.0,24.5,51.1,900,1.0,1.4084437500000002,0.07824687500000001,0.7346938775510204,27.6,43.1,30.8,1.6916666666666667,0.20238095238095238,21,20
CY,18.0,84.0,24.5,51.1,900,1.0,1.4084437500000002,0.07824687500000001,0.7346938775510204,27.6,43.1,30.8,1.2083333333333333,0.20238095238095238,21,28
CY,18.0,84.0,24.5,51.1,900,1.0,1.4084437500000002,0.07824687500000001,0.7346938775510204,27.6,43.1,30.8,0.9666666666666667,0.20238095238095238,21,35
CY,18.0,84.0,24.5,51.1,900,1.0,1.4084437500000002,0.07824687500000001,0.7346938775510204,27.6,43.1,30.8,0.8458333333333333,0.20238095238095238,21,40
CY,17.0,86.0,22.2,51.1,600,0.3333333333333333,0.850815,0.05004794117647059,0.7657657657657658,27.6,43.1,30.8,1.6916666666666667,0.20930232558139536,21,20
CY,17.0,86.0,22.2,51.1,600,0.3333333333333333,0.850815,0.05004794117647059,0.7657657657657658,27.6,43.1,30.8,1.2083333333333333,0.20930232558139536,21,28
CY,17.0,86.0,22.2,51.1,600,0.3333333333333333,0.850815,0.05004794117647059,0.7657657657657658,27.6,43.1,30.8,0.9666666666666667,0.20930232558139536,21,35
CY,17.0,86.0,22.2,51.1,600,0.3333333333333333,0.850815,0.05004794117647059,0.7657657657657658,27.6,43.1,30.8,0.8458333333333333,0.20930232558139536,21,40
CY,17.0,86.0,22.2,51.1,700,0.5555555555555556,0.9926174999999999,0.05838926470588235,0.7657657657657658,27.6,43.1,30.8,1.6916666666666667,0.20930232558139536,21,20
CY,17.0,86.0,22.2,51.1,700,0.5555555555555556,0.9926174999999999,0.05838926470588235,0.7657657657657658,27.6,43.1,30.8,1.2083333333333333,0.20930232558139536,21,28
CY,17.0,86.0,22.2,51.1,700,0.5555555555555556,0.9926174999999999,0.05838926470588235,0.7657657657657658,27.6,43.1,30.8,0.9666666666666667,0.20930232558139536,21,35
CY,17.0,86.0,22.2,51.1,700,0.5555555555555556,0.9926174999999999,0.05838926470588235,0.7657657657657658,27.6,43.1,30.8,0.8458333333333333,0.20930232558139536,21,40
CY,17.0,86.0,22.2,51.1,800,0.7777777777777778,1.13442,0.06673058823529411,0.7657657657657658,27.6,43.1,30.8,1.6916666666666667,0.20930232558139536,21,20
CY,17.0,86.0,22.2,51.1,800,0.7777777777777778,1.13442,0.06673058823529411,0.7657657657657658,27.6,43.1,30.8,1.2083333333333333,0.20930232558139536,21,28
CY,17.0,86.0,22.2,51.1,800,0.7777777777777778,1.13442,0.06673058823529411,0.7657657657657658,27.6,43.1,30.8,0.9666666666666667,0.20930232558139536,21,35
CY,17.0,86.0,22.2,51.1,800,0.7777777777777778,1.13442,0.06673058823529411,0.7657657657657658,27.6,43.1,30.8,0.8458333333333333,0.20930232558139536,21,40
CY,17.0,86.0,22.2,51.1,900,1.0,1.2762225,0.07507191176470589,0.7657657657657658,27.6,43.1,30.8,1.6916666666666667,0.20930232558139536,21,20
CY,17.0,86.0,22.2,51.1,900,1.0,1.2762225,0.07507191176470589,0.7657657657657658,27.6,43.1,30.8,1.2083333333333333,0.20930232558139536,21,28
CY,17.0,86.0,22.2,51.1,900,1.0,1.2762225,0.07507191176470589,0.7657657657657658,27.6,43.1,30.8,0.9666666666666667,0.20930232558139536,21,35
CY,17.0,86.0,22.2,51.1,900,1.0,1.2762225,0.07507191176470589,0.7657657657657658,27.6,43.1,30.8,0.8458333333333333,0.20930232558139536,21,40
CY,15.0,87.6,21.8,51.1,600,0.3333333333333333,0.835485,0.055699000000000005,0.6880733944954128,27.6,43.1,30.8,1.6916666666666667,0.22831050228310504,21,20
CY,15.0,87.6,21.8,51.1,600,0.3333333333333333,0.835485,0.055699000000000005,0.6880733944954128,27.6,43.1,30.8,1.2083333333333333,0.22831050228310504,21,28
CY,15.0,87.6,21.8,51.1,600,0.3333333333333333,0.835485,0.055699000000000005,0.6880733944954128,27.6,43.1,30.8,0.9666666666666667,0.22831050228310504,21,35
CY,15.0,87.6,21.8,51.1,600,0.3333333333333333,0.835485,0.055699000000000005,0.6880733944954128,27.6,43.1,30.8,0.8458333333333333,0.22831050228310504,21,40
CY,15.0,87.6,21.8,51.1,700,0.5555555555555556,0.9747325,0.06498216666666666,0.6880733944954128,27.6,43.1,30.8,1.6916666666666667,0.22831050228310504,21,20
CY,15.0,87.6,21.8,51.1,700,0.5555555555555556,0.9747325,0.06498216666666666,0.6880733944954128,27.6,43.1,30.8,1.2083333333333333,0.22831050228310504,21,28
CY,15.0,87.6,21.8,51.1,700,0.5555555555555556,0.9747325,0.06498216666666666,0.6880733944954128,27.6,43.1,30.8,0.9666666666666667,0.22831050228310504,21,35
CY,15.0,87.6,21.8,51.1,700,0.5555555555555556,0.9747325,0.06498216666666666,0.6880733944954128,27.6,43.1,30.8,0.8458333333333333,0.22831050228310504,21,40
CY,15.0,87.6,21.8,51.1,800,0.7777777777777778,1.11398,0.07426533333333334,0.6880733944954128,27.6,43.1,30.8,1.6916666666666667,0.22831050228310504,21,20
CY,15.0,87.6,21.8,51.1,800,0.7777777777777778,1.11398,0.07426533333333334,0.6880733944954128,27.6,43.1,30.8,1.2083333333333333,0.22831050228310504,21,28
CY,15.0,87.6,21.8,51.1,800,0.7777777777777778,1.11398,0.07426533333333334,0.6880733944954128,27.6,43.1,30.8,0.9666666666666667,0.22831050228310504,21,35
CY,15.0,87.6,21.8,51.1,800,0.7777777777777778,1.11398,0.07426533333333334,0.6880733944954128,27.6,43.1,30.8,0.8458333333333333,0.22831050228310504,21,40
CY,15.0,87.6,21.8,51.1,900,1.0,1.2532275,0.0835485,0.6880733944954128,27.6,43.1,30.8,1.6916666666666667,0.22831050228310504,21,20
CY,15.0,87.6,21.8,51.1,900,1.0,1.2532275,0.0835485,0.6880733944954128,27.6,43.1,30.8,1.2083333333333333,0.22831050228310504,21,28
CY,15.0,87.6,21.8,51.1,900,1.0,1.2532275,0.0835485,0.6880733944954128,27.6,43.1,30.8,0.9666666666666667,0.22831050228310504,21,35
CY,15.0,87.6,21.8,51.1,900,1.0,1.2532275,0.0835485,0.6880733944954128,27.6,43.1,30.8,0.8458333333333333,0.22831050228310504,21,40
CY,10.0,87.9,26.7,51.1,600,0.3333333333333333,1.0232774999999998,0.10232774999999998,0.37453183520599254,27.6,43.1,30.8,1.6916666666666667,0.2844141069397042,21,20
CY,10.0,87.9,26.7,51.1,600,0.3333333333333333,1.0232774999999998,0.10232774999999998,0.37453183520599254,27.6,43.1,30.8,1.2083333333333333,0.2844141069397042,21,28
CY,10.0,87.9,26.7,51.1,600,0.3333333333333333,1.0232774999999998,0.10232774999999998,0.37453183520599254,27.6,43.1,30.8,0.9666666666666667,0.2844141069397042,21,35
CY,10.0,87.9,26.7,51.1,600,0.3333333333333333,1.0232774999999998,0.10232774999999998,0.37453183520599254,27.6,43.1,30.8,0.8458333333333333,0.2844141069397042,21,40
CY,10.0,87.9,26.7,51.1,700,0.5555555555555556,1.19382375,0.119382375,0.37453183520599254,27.6,43.1,30.8,1.6916666666666667,0.2844141069397042,21,20
CY,10.0,87.9,26.7,51.1,700,0.5555555555555556,1.19382375,0.119382375,0.37453183520599254,27.6,43.1,30.8,1.2083333333333333,0.2844141069397042,21,28
CY,10.0,87.9,26.7,51.1,700,0.5555555555555556,1.19382375,0.119382375,0.37453183520599254,27.6,43.1,30.8,0.9666666666666667,0.2844141069397042,21,35
CY,10.0,87.9,26.7,51.1,700,0.5555555555555556,1.19382375,0.119382375,0.37453183520599254,27.6,43.1,30.8,0.8458333333333333,0.2844141069397042,21,40
CY,10.0,87.9,26.7,51.1,800,0.7777777777777778,1.3643699999999999,0.13643699999999997,0.37453183520599254,27.6,43.1,30.8,1.6916666666666667,0.2844141069397042,21,20
CY,10.0,87.9,26.7,51.1,800,0.7777777777777778,1.3643699999999999,0.13643699999999997,0.37453183520599254,27.6,43.1,30.8,1.2083333333333333,0.2844141069397042,21,28
CY,10.0,87.9,26.7,51.1,800,0.7777777777777778,1.3643699999999999,0.13643699999999997,0.37453183520599254,27.6,43.1,30.8,0.9666666666666667,0.2844141069397042,21,35
CY,10.0,87.9,26.7,51.1,800,0.7777777777777778,1.3643699999999999,0.13643699999999997,0.37453183520599254,27.6,43.1,30.8,0.8458333333333333,0.2844141069397042,21,40
CY,10.0,87.9,26.7,51.1,900,1.0,1.5349162499999998,0.15349162499999996,0.37453183520599254,27.6,43.1,30.8,1.6916666666666667,0.2844141069397042,21,20
CY,10.0,87.9,26.7,51.1,900,1.0,1.5349162499999998,0.15349162499999996,0.37453183520599254,27.6,43.1,30.8,1.2083333333333333,0.2844141069397042,21,28
CY,10.0,87.9,26.7,51.1,900,1.0,1.5349162499999998,0.15349162499999996,0.37453183520599254,27.6,43.1,30.8,0.9666666666666667,0.2844141069397042,21,35
CY,10.0,87.9,26.7,51.1,900,1.0,1.5349162499999998,0.15349162499999996,0.37453183520599254,27.6,43.1,30.8,0.8458333333333333,0.2844141069397042,21,40
CY,6.0,88.1,21.1,51.1,600,0.3333333333333333,0.8086575,0.13477625000000001,0.2843601895734597,27.6,43.1,30.8,1.6916666666666667,0.3291713961407492,21,20
CY,6.0,88.1,21.1,51.1,600,0.3333333333333333,0.8086575,0.13477625000000001,0.2843601895734597,27.6,43.1,30.8,1.2083333333333333,0.3291713961407492,21,28
CY,6.0,88.1,21.1,51.1,600,0.3333333333333333,0.8086575,0.13477625000000001,0.2843601895734597,27.6,43.1,30.8,0.9666666666666667,0.3291713961407492,21,35
CY,6.0,88.1,21.1,51.1,600,0.3333333333333333,0.8086575,0.13477625000000001,0.2843601895734597,27.6,43.1,30.8,0.8458333333333333,0.3291713961407492,21,40
CY,6.0,88.1,21.1,51.1,700,0.5555555555555556,0.9434337500000001,0.15723895833333335,0.2843601895734597,27.6,43.1,30.8,1.6916666666666667,0.3291713961407492,21,20
CY,6.0,88.1,21.1,51.1,700,0.5555555555555556,0.9434337500000001,0.15723895833333335,0.2843601895734597,27.6,43.1,30.8,1.2083333333333333,0.3291713961407492,21,28
CY,6.0,88.1,21.1,51.1,700,0.5555555555555556,0.9434337500000001,0.15723895833333335,0.2843601895734597,27.6,43.1,30.8,0.9666666666666667,0.3291713961407492,21,35
CY,6.0,88.1,21.1,51.1,700,0.5555555555555556,0.9434337500000001,0.15723895833333335,0.2843601895734597,27.6,43.1,30.8,0.8458333333333333,0.3291713961407492,21,40
CY,6.0,88.1,21.1,51.1,800,0.7777777777777778,1.0782100000000001,0.17970166666666668,0.2843601895734597,27.6,43.1,30.8,1.6916666666666667,0.3291713961407492,21,20
CY,6.0,88.1,21.1,51.1,800,0.7777777777777778,1.0782100000000001,0.17970166666666668,0.2843601895734597,27.6,43.1,30.8,1.2083333333333333,0.3291713961407492,21,28
CY,6.0,88.1,21.1,51.1,800,0.7777777777777778,1.0782100000000001,0.17970166666666668,0.2843601895734597,27.6,43.1,30.8,0.9666666666666667,0.3291713961407492,21,35
CY,6.0,88.1,21.1,51.1,800,0.7777777777777778,1.0782100000000001,0.17970166666666668,0.2843601895734597,27.6,43.1,30.8,0.8458333333333333,0.3291713961407492,21,40
CY,6.0,88.1,21.1,51.1,900,1.0,1.2129862500000002,0.20216437500000004,0.2843601895734597,27.6,43.1,30.8,1.6916666666666667,0.3291713961407492,21,20
CY,6.0,88.1,21.1,51.1,900,1.0,1.2129862500000002,0.20216437500000004,0.2843601895734597,27.6,43.1,30.8,1.2083333333333333,0.3291713961407492,21,28
CY,6.0,88.1,21.1,51.1,900,1.0,1.2129862500000002,0.20216437500000004,0.2843601895734597,27.6,43.1,30.8,0.9666666666666667,0.3291713961407492,21,35
CY,6.0,88.1,21.1,51.1,900,1.0,1.2129862500000002,0.20216437500000004,0.2843601895734597,27.6,43.1,30.8,0.8458333333333333,0.3291713961407492,21,40
CY,3.0,88.1,21.1,51.1,600,0.3333333333333333,0.8086575,0.26955250000000003,0.14218009478672985,27.6,43.1,30.8,1.6916666666666667,0.3632236095346198,21,20
CY,3.0,88.1,21.1,51.1,600,0.3333333333333333,0.8086575,0.26955250000000003,0.14218009478672985,27.6,43.1,30.8,1.2083333333333333,0.3632236095346198,21,28
CY,3.0,88.1,21.1,51.1,600,0.3333333333333333,0.8086575,0.26955250000000003,0.14218009478672985,27.6,43.1,30.8,0.9666666666666667,0.3632236095346198,21,35
CY,3.0,88.1,21.1,51.1,600,0.3333333333333333,0.8086575,0.26955250000000003,0.14218009478672985,27.6,43.1,30.8,0.8458333333333333,0.3632236095346198,21,40
CY,3.0,88.1,21.1,51.1,700,0.5555555555555556,0.9434337500000001,0.3144779166666667,0.14218009478672985,27.6,43.1,30.8,1.6916666666666667,0.3632236095346198,21,20
CY,3.0,88.1,21.1,51.1,700,0.5555555555555556,0.9434337500000001,0.3144779166666667,0.14218009478672985,27.6,43.1,30.8,1.2083333333333333,0.3632236095346198,21,28
CY,3.0,88.1,21.1,51.1,700,0.5555555555555556,0.9434337500000001,0.3144779166666667,0.14218009478672985,27.6,43.1,30.8,0.9666666666666667,0.3632236095346198,21,35
CY,3.0,88.1,21.1,51.1,700,0.5555555555555556,0.9434337500000001,0.3144779166666667,0.14218009478672985,27.6,43.1,30.8,0.8458333333333333,0.3632236095346198,21,40
CY,3.0,88.1,21.1,51.1,800,0.7777777777777778,1.0782100000000001,0.35940333333333335,0.14218009478672985,27.6,43.1,30.8,1.6916666666666667,0.3632236095346198,21,20
CY,3.0,88.1,21.1,51.1,800,0.7777777777777778,1.0782100000000001,0.35940333333333335,0.14218009478672985,27.6,43.1,30.8,1.2083333333333333,0.3632236095346198,21,28
CY,3.0,88.1,21.1,51.1,800,0.7777777777777778,1.0782100000000001,0.35940333333333335,0.14218009478672985,27.6,43.1,30.8,0.9666666666666667,0.3632236095346198,21,35
CY,3.0,88.1,21.1,51.1,800,0.7777777777777778,1.0782100000000001,0.35940333333333335,0.14218009478672985,27.6,43.1,30.8,0.8458333333333333,0.3632236095346198,21,40
CY,3.0,88.1,21.1,51.1,900,1.0,1.2129862500000002,0.40432875000000007,0.14218009478672985,27.6,43.1,30.8,1.6916666666666667,0.3632236095346198,21,20
CY,3.0,88.1,21.1,51.1,900,1.0,1.2129862500000002,0.40432875000000007,0.14218009478672985,27.6,43.1,30.8,1.2083333333333333,0.3632236095346198,21,28
CY,3.0,88.1,21.1,51.1,900,1.0,1.2129862500000002,0.40432875000000007,0.14218009478672985,27.6,43.1,30.8,0.9666666666666667,0.3632236095346198,21,35
CY,3.0,88.1,21.1,51.1,900,1.0,1.2129862500000002,0.40432875000000007,0.14218009478672985,27.6,43.1,30.8,0.8458333333333333,0.3632236095346198,21,40
TorkZ,25.0,112.3,29.0,51.1,600,0.3333333333333333,1.111425,0.044457,0.8620689655172413,27.6,43.1,30.8,1.6916666666666667,0.08904719501335707,16,20
TorkZ,25.0,112.3,29.0,51.1,600,0.3333333333333333,1.111425,0.044457,0.8620689655172413,27.6,43.1,30.8,1.2083333333333333,0.08904719501335707,16,28
TorkZ,25.0,112.3,29.0,51.1,600,0.3333333333333333,1.111425,0.044457,0.8620689655172413,27.6,43.1,30.8,0.9666666666666667,0.08904719501335707,16,35
TorkZ,25.0,112.3,29.0,51.1,600,0.3333333333333333,1.111425,0.044457,0.8620689655172413,27.6,43.1,30.8,0.8458333333333333,0.08904719501335707,16,40
TorkZ,25.0,112.3,29.0,51.1,700,0.5555555555555556,1.2966625,0.0518665,0.8620689655172413,27.6,43.1,30.8,1.6916666666666667,0.08904719501335707,16,20
TorkZ,25.0,112.3,29.0,51.1,700,0.5555555555555556,1.2966625,0.0518665,0.8620689655172413,27.6,43.1,30.8,1.2083333333333333,0.08904719501335707,16,28
TorkZ,25.0,112.3,29.0,51.1,700,0.5555555555555556,1.2966625,0.0518665,0.8620689655172413,27.6,43.1,30.8,0.9666666666666667,0.08904719501335707,16,35
TorkZ,25.0,112.3,29.0,51.1,700,0.5555555555555556,1.2966625,0.0518665,0.8620689655172413,27.6,43.1,30.8,0.8458333333333333,0.08904719501335707,16,40
TorkZ,25.0,112.3,29.0,51.1,800,0.7777777777777778,1.4819,0.059276,0.8620689655172413,27.6,43.1,30.8,1.6916666666666667,0.08904719501335707,16,20
TorkZ,25.0,112.3,29.0,51.1,800,0.7777777777777778,1.4819,0.059276,0.8620689655172413,27.6,43.1,30.8,1.2083333333333333,0.08904719501335707,16,28
TorkZ,25.0,112.3,29.0,51.1,800,0.7777777777777778,1.4819,0.059276,0.8620689655172413,27.6,43.1,30.8,0.9666666666666667,0.08904719501335707,16,35
TorkZ,25.0,112.3,29.0,51.1,800,0.7777777777777778,1.4819,0.059276,0.8620689655172413,27.6,43.1,30.8,0.8458333333333333,0.08904719501335707,16,40
TorkZ,25.0,112.3,29.0,51.1,900,1.0,1.6671375,0.0666855,0.8620689655172413,27.6,43.1,30.8,1.6916666666666667,0.08904719501335707,16,20
TorkZ,25.0,112.3,29.0,51.1,900,1.0,1.6671375,0.0666855,0.8620689655172413,27.6,43.1,30.8,1.2083333333333333,0.08904719501335707,16,28
TorkZ,25.0,112.3,29.0,51.1,900,1.0,1.6671375,0.0666855,0.8620689655172413,27.6,43.1,30.8,0.9666666666666667,0.08904719501335707,16,35
